film_id,title,year,reviews,scariness
s0203,Pale Door,2007,"The score is chilling. The whole thing is silly. The sound design is ominous. Ninety minutes, no padding. The cast play it not especially brutal. The pacing is not predictable. The third act is eerie.",8.0
s0204,Night Light,2004,The sound design is terrifying. The director clearly loves the genre. Worth seeing with an audience. The premise is not gory. Every beat is never grisly. That long hallway shot is boring.,4.9
s0205,Bitter Woods Returns,2004,That long hallway shot is sinister. The cast play it tedious. The premise is bloody. The middle hour is not remotely brutal. The director clearly loves the genre. The soundtrack is doing a lot of work. The whole thing is haunting. The final scene is not especially boring. The third act is not chilling.,6.8
s0206,Black Tower,2017,The sound design is eerie. The director clearly loves the genre. The first half is unsettling. The whole thing is gruesome. The final scene is boring. The middle hour is never bloody.,6.6
s0207,Salt Hour,2017,The whole thing is bloody. The cast play it ominous. Worth seeing with an audience. The cast is doing real work here. The premise is brutal. The sound design is tedious. The third act is unsettling.,7.0
s0208,Wild Room Returns,2006,The final scene is not gory. Every beat is gruesome. Shot on 16mm and it shows.,5.8
s0209,Last Tide,2013,Shot on 16mm and it shows. Worth seeing with an audience. The first half is bloody.,4.6
s0210,Last Bridge,2018,The soundtrack is doing a lot of work. The score is grisly. The pacing is not especially tame.,6.2
s0211,Far Tower Returns,2013,"The whole thing is sinister. The cast play it never once bloody. The final scene is eerie. I saw it in a full theatre, which helped.",7.2
s0212,Deep Hollow,2018,The score is terrifying. That long hallway shot is grisly. The cast play it not creepy. The cast is doing real work here.,5.6
s0213,Wild Garden III,2002,Every beat is ominous. The cast is doing real work here. The pacing is haunting. The premise is hardly silly. The soundtrack is doing a lot of work. The whole thing is grisly. The third act is never gory. The final scene is eerie.,8.6
s0214,Blue Valley Returns,2007,The atmosphere is tame. The premise is terrifying. The first half is gruesome. The third act is never once unsettling. The cast is doing real work here. The pacing is tedious.,3.7
s0215,Bright Harbour,2024,"The cast play it haunting. The ending is bloody. Ninety minutes, no padding. The score is predictable. The final scene is chilling.",6.8
s0216,Bitter Lantern II,2009,The director clearly loves the genre. The atmosphere is tame. The pacing is gruesome. The first half is not especially grisly. The cast play it haunting. The final scene is chilling. The trailer gives away too much.,6.9
s0217,The Tide,2023,"The whole thing is never terrifying. Every beat is haunting. The ending is creepy. Ninety minutes, no padding.",6.3
s0218,Night Station Returns,2010,"The third act is hardly brutal. The middle hour is predictable. Ninety minutes, no padding. The score is gruesome. That long hallway shot is creepy. The whole thing is tame. The cast play it sinister.",6.0
s0219,Long Garden,2020,"That long hallway shot is never once gory. The whole thing is unsettling. The final scene is not remotely ominous. Ninety minutes, no padding. The sound design is sinister.",5.6
s0220,Black Room,2004,"I saw it in a full theatre, which helped. The third act is hardly haunting. That long hallway shot is gory. The sound design is bloody.",4.8
s0221,Far Hour,2012,The third act is boring. The cast is doing real work here. The cast play it gory.,5.2
s0222,Far Tide,2007,The ending is grisly. The sound design is bloody. The cast play it not sinister. Worth seeing with an audience. The cast is doing real work here.,5.5
s0223,Near Garden III,2017,The ending is ominous. Worth seeing with an audience. The cast play it gruesome. The pacing is silly.,5.4
s0224,Old Market,2007,The director clearly loves the genre. Shot on 16mm and it shows. That long hallway shot is gruesome. The ending is never chilling. The atmosphere is unsettling.,5.7
s0225,Bright Tower,2003,"The premise is not remotely ominous. The score is predictable. I saw it in a full theatre, which helped. The first half is not especially eerie. The final scene is grisly.",2.7
s0226,Far Tower II,2008,"That long hallway shot is not predictable. The first half is not especially haunting. The middle hour is chilling. The soundtrack is doing a lot of work. Ninety minutes, no padding. The cast play it never tame.",6.7
s0227,Night Light II,2015,The ending is grisly. The trailer gives away too much. Worth seeing with an audience. The final scene is hardly brutal.,5.1
s0228,Red Field III,2004,"The sound design is not remotely silly. Ninety minutes, no padding. The final scene is boring. The score is brutal. The director clearly loves the genre.",5.8
s0229,Low Hollow II,2019,"I saw it in a full theatre, which helped. The sound design is not remotely boring. The atmosphere is unsettling. Every beat is creepy.",7.8
s0230,Quiet Orchard,2003,The ending is gory. That long hallway shot is never once brutal. The third act is hardly predictable. The atmosphere is not especially silly. The pacing is eerie. The sound design is terrifying. Worth seeing with an audience.,9.0
s0231,Winter Harbour,2004,"The middle hour is not remotely unsettling. The final scene is silly. Ninety minutes, no padding. The soundtrack is doing a lot of work. The premise is hardly gruesome. The whole thing is never bloody.",3.0
s0232,Bitter Bridge,2011,"Ninety minutes, no padding. The director clearly loves the genre. The middle hour is brutal. The ending is chilling.",5.8
s0233,Salt Well,2000,"The cast play it never once creepy. The soundtrack is doing a lot of work. The final scene is ominous. The score is never haunting. I saw it in a full theatre, which helped.",4.5
s0234,Green Bridge,2009,The director clearly loves the genre. Every beat is not gory. The pacing is silly. The soundtrack is doing a lot of work. The ending is chilling. The premise is grisly.,5.2
s0235,Night Woods,2013,The whole thing is chilling. The director clearly loves the genre. That long hallway shot is not bloody. The middle hour is terrifying. Worth seeing with an audience.,6.5
s0236,Black Field,2023,Shot on 16mm and it shows. The sound design is haunting. The whole thing is hardly creepy. The pacing is never once tedious.,6.2
s0237,Grey Hour,2019,The pacing is not gory. The director clearly loves the genre. The sound design is chilling. The first half is tedious. The score is boring.,4.5
s0238,Pale Room III,2016,Shot on 16mm and it shows. The premise is creepy. The score is boring. The final scene is gruesome. The third act is not especially unsettling. The cast is doing real work here.,4.7
s0239,Last Signal,2014,The first half is terrifying. The pacing is not remotely creepy. That long hallway shot is not especially unsettling. Worth seeing with an audience. The director clearly loves the genre. The whole thing is gory.,3.9
s0240,Bright Ferry,2019,Every beat is gory. The premise is brutal. The soundtrack is doing a lot of work. The first half is terrifying. The middle hour is not especially tame. The ending is not especially unsettling. Shot on 16mm and it shows.,6.2
s0241,Near Ferry,2002,The director clearly loves the genre. The ending is gory. The whole thing is bloody.,5.6
s0242,Cold Ferry III,2005,"The third act is not remotely predictable. The pacing is never tame. I saw it in a full theatre, which helped. Shot on 16mm and it shows.",6.3
s0243,Hollow Tower,1998,"The whole thing is boring. Worth seeing with an audience. Ninety minutes, no padding. The score is not especially creepy. The pacing is not bloody.",3.2
s0244,The Tower,2001,"That long hallway shot is not creepy. Ninety minutes, no padding. The cast play it hardly chilling. Every beat is not remotely bloody. The whole thing is terrifying.",3.6
s0245,Old Field,1998,Worth seeing with an audience. The whole thing is gruesome. The first half is not grisly. The director clearly loves the genre.,5.6
s0246,Grey Room,2005,"I saw it in a full theatre, which helped. Shot on 16mm and it shows.",4.5
s0247,The Coast,2024,"The first half is not tedious. I saw it in a full theatre, which helped. The whole thing is eerie. The pacing is ominous.",7.8
s0248,Near Hollow,1998,"The premise is hardly predictable. Ninety minutes, no padding. The cast is doing real work here. The sound design is ominous. That long hallway shot is brutal. The middle hour is bloody.",7.4
s0249,Pale Station,2010,"Every beat is not sinister. The ending is gruesome. The trailer gives away too much. I saw it in a full theatre, which helped. That long hallway shot is not remotely predictable. The score is not especially grisly.",4.6
s0250,Black Room II,2004,The final scene is never predictable. The third act is boring. Worth seeing with an audience.,4.6
s0251,Near House II,2018,Worth seeing with an audience. The director clearly loves the genre.,5.4
s0252,Hollow Hour,2016,"Every beat is brutal. Shot on 16mm and it shows. Ninety minutes, no padding. The final scene is tame.",5.2
s0253,Grey Harbour,2003,The director clearly loves the genre. The cast is doing real work here. The first half is never eerie. That long hallway shot is hardly gruesome. The final scene is terrifying.,5.1
s0254,Red Chapel II,2015,"The atmosphere is predictable. I saw it in a full theatre, which helped. The score is bloody.",4.5
s0255,Black Ferry,2008,Shot on 16mm and it shows. The cast is doing real work here. The final scene is tame. That long hallway shot is brutal.,4.3
