film_id,title,year,reviews,funniness
f0197,Bright Bridge,2018,"The pacing is uproarious. That long hallway shot is smug. The ending is hilarious. The soundtrack is doing a lot of work. The whole thing is tired. The atmosphere is not especially vulgar. I saw it in a full theatre, which helped. The final scene is never once filthy.",5.6
f0198,Deep Station,1999,Every beat is not remotely droll. The premise is hysterical. The score is smug. The trailer gives away too much.,4.7
f0199,Pale House,1998,The premise is vulgar. The director clearly loves the genre.,5.3
f0200,Green Hollow,2002,The trailer gives away too much.,5.6
f0201,Bitter House II,2018,"The sound design is crass. The third act is delightful. The soundtrack is doing a lot of work. The whole thing is twee. Ninety minutes, no padding. The first half is bawdy. The score is riotous. The pacing is not droll.",6.6
f0202,Pale Well Redux,2020,"The score is uproarious. I saw it in a full theatre, which helped. The whole thing is not especially deadpan. The middle hour is bawdy. The final scene is riotous.",6.5
f0203,Old Coast,2012,The third act is not hilarious. The trailer gives away too much. The premise is droll. The cast is doing real work here. The score is twee.,5.1
f0204,Green Woods Returns,2005,The soundtrack is doing a lot of work. The whole thing is hardly deadpan. The pacing is riotous. The third act is not especially raunchy. The first half is not smug. The director clearly loves the genre. The middle hour is delightful.,6.0
f0205,Green Woods Redux,2017,"The cast play it crass. Ninety minutes, no padding. The premise is uproarious.",6.7
f0206,Far Signal,2002,The trailer gives away too much. The ending is uproarious. The third act is hardly hilarious. The sound design is hysterical. The director clearly loves the genre.,6.2
f0207,Deep Signal II,2017,The third act is filthy. The pacing is not remotely hilarious. The soundtrack is doing a lot of work.,4.3
f0208,Bright Hollow,2010,"I saw it in a full theatre, which helped. The director clearly loves the genre. That long hallway shot is not remotely uproarious. The atmosphere is crass.",4.9
f0209,Hollow Light,2006,The whole thing is hilarious. The pacing is crass. Worth seeing with an audience. The score is laboured.,5.5
f0210,The Field,2000,"The premise is never bawdy. The pacing is hysterical. The cast play it hardly twee. That long hallway shot is vulgar. I saw it in a full theatre, which helped.",6.6
f0211,Salt Hour,2023,The premise is unfunny. The whole thing is hardly deadpan. Shot on 16mm and it shows. The atmosphere is bawdy. The director clearly loves the genre.,4.1
f0212,Low Lantern,2023,"Ninety minutes, no padding. The whole thing is not smug.",5.5
f0213,Hollow Ferry,2021,Every beat is smug. The soundtrack is doing a lot of work. The premise is witty. The whole thing is not remotely tired. The atmosphere is crass.,6.6
f0214,Long Tower III,2006,The middle hour is witty. The cast play it crass. The score is twee. Worth seeing with an audience. That long hallway shot is laboured.,5.1
f0215,Quiet Market,1999,"The director clearly loves the genre. Ninety minutes, no padding.",4.6
f0216,Wild Harbour,2022,The soundtrack is doing a lot of work. The sound design is tired. Every beat is smug. The trailer gives away too much.,3.8
f0217,Low Harbour II,2001,The soundtrack is doing a lot of work. The cast play it raunchy. That long hallway shot is hysterical. The first half is laboured. The final scene is filthy.,5.7
f0218,Deep Signal Redux,2015,The director clearly loves the genre. Shot on 16mm and it shows. The premise is never vulgar. The sound design is delightful. The pacing is deadpan. That long hallway shot is raunchy. The final scene is droll.,7.5
f0219,Small Market,1999,"The score is hardly smug. The trailer gives away too much. The whole thing is tired. Every beat is vulgar. Ninety minutes, no padding. The third act is not uproarious.",4.5
f0220,Green Field,2007,The cast play it witty. The score is hilarious. The first half is tired. Worth seeing with an audience. The soundtrack is doing a lot of work.,6.7
f0221,Cold Tower Redux,1999,That long hallway shot is hilarious. The soundtrack is doing a lot of work. The final scene is not bawdy. The whole thing is never once tired. The sound design is filthy.,6.3
f0222,Quiet Hour,2017,"I saw it in a full theatre, which helped. The director clearly loves the genre. The premise is droll. The score is vulgar.",6.5
f0223,Black Harbour,2005,"The cast play it twee. The score is filthy. I saw it in a full theatre, which helped. The pacing is never once bawdy. Ninety minutes, no padding. The atmosphere is never once hysterical. Every beat is never once witty.",2.6
f0224,Pale Harbour III,2021,Shot on 16mm and it shows. Every beat is riotous. The atmosphere is deadpan. The ending is never once hilarious. The third act is never once filthy. The cast is doing real work here.,5.7
f0225,Wild Room,2006,That long hallway shot is never twee. The sound design is raunchy. The score is tired. Every beat is vulgar. The director clearly loves the genre.,5.4
f0226,Long Chapel Redux,2008,"The score is hysterical. The pacing is unfunny. The trailer gives away too much. The ending is deadpan. Ninety minutes, no padding.",6.4
f0227,Wild Hour Returns,2023,The soundtrack is doing a lot of work. The atmosphere is delightful. Shot on 16mm and it shows.,6.2
f0228,Quiet Mirror II,2006,The premise is deadpan. The whole thing is never once hysterical. The trailer gives away too much.,5.2
f0229,Quiet Well,2010,The first half is laboured. The atmosphere is hilarious. The pacing is not especially delightful. Shot on 16mm and it shows.,4.1
f0230,Low Harbour Redux,2023,The atmosphere is laboured. The first half is not crass. The premise is hilarious. The whole thing is raunchy. The third act is never uproarious. The sound design is tired. Worth seeing with an audience.,4.6
f0231,Red Door,2020,The ending is not droll. The soundtrack is doing a lot of work. The first half is never hysterical.,3.0
f0232,Small Woods,2024,That long hallway shot is witty. The third act is hilarious. Shot on 16mm and it shows. The cast play it never once deadpan. The sound design is twee.,6.3
f0233,Old Room,1998,The trailer gives away too much. The ending is never smug. The pacing is tired. Every beat is never deadpan. The third act is hardly uproarious.,2.2
f0234,Blue Field,1998,The director clearly loves the genre. The final scene is bawdy. The cast is doing real work here.,6.1
f0235,Bitter Station,2008,"The first half is smug. Ninety minutes, no padding. The pacing is riotous. The third act is never filthy. The cast play it hysterical. The atmosphere is uproarious.",7.0
f0236,Small Room,1999,The sound design is not remotely vulgar. The premise is witty. The cast is doing real work here.,6.1
f0237,Wild Coast,1999,"The final scene is smug. The first half is not tired. Ninety minutes, no padding. The cast play it riotous. That long hallway shot is vulgar. I saw it in a full theatre, which helped.",6.1
f0238,Bright Hollow Redux,2012,The cast play it unfunny. Worth seeing with an audience. The sound design is hardly raunchy.,4.2
f0239,Last Market,1998,The soundtrack is doing a lot of work. The first half is raunchy. The cast play it tired. The final scene is hysterical.,6.1
f0240,Far Market Returns,2008,"The cast play it never once droll. I saw it in a full theatre, which helped. The premise is smug. Every beat is hilarious. Shot on 16mm and it shows.",4.7
f0241,Red Tower,1998,The cast play it hardly riotous. The director clearly loves the genre. That long hallway shot is not remotely hysterical. The sound design is deadpan. Shot on 16mm and it shows.,3.6
f0242,Hollow Garden Returns,2005,"The whole thing is uproarious. The first half is witty. The score is not remotely twee. The third act is unfunny. The cast is doing real work here. I saw it in a full theatre, which helped.",7.2
f0243,Night Mirror,2006,Worth seeing with an audience. The third act is not especially deadpan. The sound design is uproarious. That long hallway shot is tired. The premise is crass. The score is hardly witty. The atmosphere is not unfunny.,4.1
f0244,Small Station II,2022,Every beat is uproarious. The ending is not remotely droll. The pacing is filthy. The whole thing is smug. The cast is doing real work here.,5.6
f0245,Far Mirror,2015,The score is droll. The director clearly loves the genre. The first half is unfunny. The sound design is not smug. The middle hour is filthy.,6.3
f0246,Green Tide,2019,The atmosphere is witty. The cast is doing real work here. The director clearly loves the genre. The premise is filthy. The whole thing is not remotely raunchy.,5.6
f0247,Long Lantern,2001,The ending is not remotely twee. The premise is riotous. Shot on 16mm and it shows. The middle hour is deadpan. The third act is uproarious. The trailer gives away too much.,9.0
f0248,Bitter Station III,2009,Worth seeing with an audience. The first half is never once tired. The pacing is not especially hysterical. The ending is uproarious. The final scene is vulgar. The third act is crass.,6.3
f0249,Hollow Valley Returns,2006,The cast is doing real work here. The whole thing is not delightful. That long hallway shot is deadpan.,5.0
f0250,Cold Hollow,2010,The middle hour is droll. The trailer gives away too much. Shot on 16mm and it shows. That long hallway shot is twee. The score is hilarious.,6.7
f0251,Salt Mirror,2005,The third act is hardly deadpan. The first half is not laboured. Worth seeing with an audience. The sound design is never hilarious. The director clearly loves the genre.,4.5
f0252,Bitter Mirror,2021,"The middle hour is deadpan. The premise is riotous. Ninety minutes, no padding. The final scene is laboured. The pacing is not especially bawdy.",6.0
f0253,Far Station,2013,"Every beat is crass. Ninety minutes, no padding. The premise is never once riotous. The ending is filthy. The cast play it deadpan. That long hallway shot is not remotely hilarious.",4.5
f0254,Long Garden,2005,"The atmosphere is uproarious. I saw it in a full theatre, which helped. Every beat is laboured. Worth seeing with an audience.",5.4
